chunk_id,text_content,source_document
01-prólogo.txt_0011,"recoge buena parte de lo producido por el centro nacional de memoria histórica; la comisión histórica del conflicto y sus víctimas; la justicia colombiana e internacional, en especial la justicia transicional; las diversas organizaciones no gubernamentales (ong) y en especial las de derechos humanos, las organizaciones de víctimas y la academia; entre otros muchos aportes la violencia en colombia que desde el libro en la década de los sesenta se han hecho alrededor del conflicto armado. procuramos alejarnos de las lecturas simplistas y binarias para escudriñar en el entramado de actores, intereses, objetivos y prácticas que convirtieron la guerra en un escenario diferenciado dependiendo del momento y el lugar. es importante destacar que de manera muy temprana en el análisis hecho por los comisionados emergió la evidencia de que el conflicto armado en colombia no se reduce al enfrentamiento entre aparatos armados ni fue una guerra solamente ideológica. la definición del conflicto como un entramado de alianzas, actores e intereses nos permite observar que las responsabilidades sobre la tragedia que este representa van más allá de quienes empuñaron las armas, y que se extiende como una responsabilidad ética y política –y en algunos casos, una responsabilidad directa– de sectores políticos (de todas las ideologías), económicos, criminales, sociales y culturales. la guerra que dejó más de nueve millones de víctimas tiene responsables directos e indirectos que deben responder por las decisiones que tomaron, pero es también una responsabilidad de todos los colombianos que hoy estamos llamados a construir una manera diferente de vivir no solo en el mismo suelo, sino también en una historia compartida.",01-prólogo.txt
01-prólogo.txt_0012,"la definición del conflicto como un entramado de alianzas, actores e intereses nos permite observar que las responsabilidades sobre la tragedia que este representa van más allá de quienes empuñaron las armas, y que se extiende como una responsabilidad ética y política –y en algunos casos, una responsabilidad directa– de sectores políticos (de todas las ideologías), económicos, criminales, sociales y culturales. la guerra que dejó más de nueve millones de víctimas tiene responsables directos e indirectos que deben responder por las decisiones que tomaron, pero es también una responsabilidad de todos los colombianos que hoy estamos llamados a construir una manera diferente de vivir no solo en el mismo suelo, sino también en una historia compartida. el informe final de la comisión de la verdad contiene una parte importante de esa verdad necesaria para transitar de un pasado traumático a un porvenir civilizado, donde las diferencias se resuelvan en democracia, y se superen los factores de inequidad, corrupción e inhumanidad que nos han condenado una y otra vez a la repetición del conflicto. convocatoria el informe consta de diez tomos y una declaración. la declaración, a la paz grande , es el compendio de las verdades que nos interpelaron y con las que hallazgos y recomendaciones queremos, así mismo, interpelar a colombia.",01-prólogo.txt
01-prólogo.txt_0013,"convocatoria el informe consta de diez tomos y una declaración. la declaración, a la paz grande , es el compendio de las verdades que nos interpelaron y con las que hallazgos y recomendaciones queremos, así mismo, interpelar a colombia. el tomo de de la comisión de la verdad de colombia contiene una primera parte con la síntesis de once temas que fueron investigados en profundidad por la comisión, muchos de ellos ampliamente sustanciados en otros tomos de este mismo informe y en un notable archivo de casos. estos once documentos se presentan de manera separada, pero en realidad corresponden a una lectura sistémica de lo que han sido las dinámicas del conflicto armado interno. desde la herida de las víctimas que nos tocan a todos como país, pasando por la democracia, los derechos humanos, las dinámicas de la guerra, el estado, los territorios y la cultura.",01-prólogo.txt
01-prólogo.txt_0014,"estos once documentos se presentan de manera separada, pero en realidad corresponden a una lectura sistémica de lo que han sido las dinámicas del conflicto armado interno. desde la herida de las víctimas que nos tocan a todos como país, pasando por la democracia, los derechos humanos, las dinámicas de la guerra, el estado, los territorios y la cultura. también damos cuenta de lo que se ha comenzado a mover, de ese proceso de reconocimiento de las atrocidades del pasado, para cerrar las heridas y ver con esperanza los nuevos tiempos. una segunda parte de ese tomo contiene las recomendaciones que la comisión le propone al país, tanto al estado como a la sociedad civil, como herramientas para profundizar la construcción de paz y para el buen vivir. estas fueron construidas en diálogos amplios, plurales y participativos y reflejan la voz de cientos de comunidades de todo el territorio.",01-prólogo.txt
01-prólogo.txt_0015,"una segunda parte de ese tomo contiene las recomendaciones que la comisión le propone al país, tanto al estado como a la sociedad civil, como herramientas para profundizar la construcción de paz y para el buen vivir. estas fueron construidas en diálogos amplios, plurales y participativos y reflejan la voz de cientos de comunidades de todo el territorio. pueden considerarse parte del legado que deja la comisión para alentar los cambios necesarios para no repetir el pasado. el seguimiento y monitoreo a la implementación a este corpus de propuestas lo realizará un comité de siete personas elegidas por los comisionados por su compromiso e idoneidad, quienes han aceptado cumplir esta misión durante los próximos siete años. para que el trabajo de este comité tenga éxito se necesita una apropiación colectiva de las recomendaciones y una labor especial de la sociedad civil organizada para que, con su incidencia, esas recomendaciones puedan hacerse realidad.",01-prólogo.txt
01-prólogo.txt_0016,"el seguimiento y monitoreo a la implementación a este corpus de propuestas lo realizará un comité de siete personas elegidas por los comisionados por su compromiso e idoneidad, quienes han aceptado cumplir esta misión durante los próximos siete años. para que el trabajo de este comité tenga éxito se necesita una apropiación colectiva de las recomendaciones y una labor especial de la sociedad civil organizada para que, con su incidencia, esas recomendaciones puedan hacerse realidad. los demás tomos del informe final no tienen una jerarquía y responden a aspecno matarás. tos específicos del mandato que recibimos del acuerdo de paz. el tomo relato histórico del conflicto armado es la narración histórica de la guerra y su misión hasta es ampliar el contexto de lo ocurrido durante los últimos sesenta años.",01-prólogo.txt
01-prólogo.txt_0017,"tos específicos del mandato que recibimos del acuerdo de paz. el tomo relato histórico del conflicto armado es la narración histórica de la guerra y su misión hasta es ampliar el contexto de lo ocurrido durante los últimos sesenta años. el tomo la guerra tiene límites. violaciones de los derechos humanos, infracciones al derecho internacional humanitario y responsabilidades colectivas presenta un exhaustivo y completo colombia adentro. relatos territoriales sobre el panorama de esos hechos.",01-prólogo.txt
01-prólogo.txt_0018,"violaciones de los derechos humanos, infracciones al derecho internacional humanitario y responsabilidades colectivas presenta un exhaustivo y completo colombia adentro. relatos territoriales sobre el panorama de esos hechos. el tomo conflicto armado está compuesto por catorce volúmenes que relatan específicamente sufrir la guerra y rehacer qué ocurrió en las regiones y con el campesinado. el tomo la vida. impactos, afrontamientos y resistencias revela los impactos sufridos durante la guerra por todas las víctimas, excombatientes, comunidades y la naturaleza.",01-prólogo.txt
01-prólogo.txt_0019,"el tomo la vida. impactos, afrontamientos y resistencias revela los impactos sufridos durante la guerra por todas las víctimas, excombatientes, comunidades y la naturaleza. el tomo cuando los pájaros no cantaban. historias del conflicto armado en colombia es netamente testimonial y coral. una curaduría de voces que van del pasado al porvenir, pasando por el presente.",01-prólogo.txt
01-prólogo.txt_0020,"historias del conflicto armado en colombia es netamente testimonial y coral. una curaduría de voces que van del pasado al porvenir, pasando por el presente. hay cuatro tomos cuyo aporte específico es hacer visibles los impactos que tuvo el conflicto en sectores y grupos humanos que sufrieron de manera diferenciada la guerra y que suelen ser poco visibles en las políticas públicas, incluso las que se diseñan para resistir no es aguantar. violencias y daños contra los pueblos implementar la paz. el tomo étnicos de colombia es un aporte a la verdad de los pueblos indígenas, afrodescendientes, negros, raizales, palenqueros y rrom, y se ocupa de lo ocurrido durante el conflicto mi cuerpo es la verdad.",01-prólogo.txt
01-prólogo.txt_0021,"violencias y daños contra los pueblos implementar la paz. el tomo étnicos de colombia es un aporte a la verdad de los pueblos indígenas, afrodescendientes, negros, raizales, palenqueros y rrom, y se ocupa de lo ocurrido durante el conflicto mi cuerpo es la verdad. experiencias de armado interno en clave histórica. el tomo mujeres y de personas lgbtiq+ en el conflicto armado hace visible la experiencia de las mujeres y de las personas lgbtiq+ en los distintos momentos de la guerra y, en no es un mal menor. niñas, niños particular, las violencias sexuales enfrentadas.",01-prólogo.txt
01-prólogo.txt_0022,"el tomo mujeres y de personas lgbtiq+ en el conflicto armado hace visible la experiencia de las mujeres y de las personas lgbtiq+ en los distintos momentos de la guerra y, en no es un mal menor. niñas, niños particular, las violencias sexuales enfrentadas. el tomo y adolescentes en el conflicto armado recoge la experiencia de este sector de la población. la colombia fuera de colombia. las verdades del exilio el tomo es un trabajo pionero en hacer visible al millón de personas exiliadas en razón del conflicto armado interno.",01-prólogo.txt
01-prólogo.txt_0023,"la colombia fuera de colombia. las verdades del exilio el tomo es un trabajo pionero en hacer visible al millón de personas exiliadas en razón del conflicto armado interno. el hay futuro si hay verdad. informe final de la comisión nombre de la obra completa es para el esclarecimiento de la verdad, la convivencia y la no repetición. estos tomos no agotan la noción de informe final.",01-prólogo.txt
01-prólogo.txt_0024,"informe final de la comisión nombre de la obra completa es para el esclarecimiento de la verdad, la convivencia y la no repetición. estos tomos no agotan la noción de informe final. este no pretende ser un ejercicio académico para engrosar las bibliotecas, sino un ejercicio vivo, un proceso social, político y cultural de debate democrático sobre el pasado y la transformación del presente, sin pretensión de convertir estos textos en una verdad oficial. dejamos para el país el informe como un hito importante de la reflexión sobre el pasado que hace esa sociedad que mira al futuro con esperanza. el legado es mucho más que este informe.",01-prólogo.txt
01-prólogo.txt_0025,"dejamos para el país el informe como un hito importante de la reflexión sobre el pasado que hace esa sociedad que mira al futuro con esperanza. el legado es mucho más que este informe. la comisión deja una plataforma transmedia donde se incluyen los mismos contenidos escritos y otras muchas experiencias en otros lenguajes y formatos, como documentales, expresiones artísticas y diálogos sociales que desarrollan y enriquecen aún más la experiencia de la verdad. cada tomo tiene su correlato digital. pero la plataforma también es mucho más, pues recoge la memoria de la comisión: todos los reconocimientos, el diálogo social, las contribuciones públicas a la verdad.",01-prólogo.txt
01-prólogo.txt_0026,"cada tomo tiene su correlato digital. pero la plataforma también es mucho más, pues recoge la memoria de la comisión: todos los reconocimientos, el diálogo social, las contribuciones públicas a la verdad. también deja para el público el más completo sistema de información sobre el conflicto armado interno que hay en colombia. allí reposa todo lo producido por esta institución y sus aliados. la comisión de la verdad es un acontecimiento que no finaliza con la entrega del informe ni con el cumplimiento del mandato de la institución y de sus comisionados.",01-prólogo.txt
01-prólogo.txt_0027,"allí reposa todo lo producido por esta institución y sus aliados. la comisión de la verdad es un acontecimiento que no finaliza con la entrega del informe ni con el cumplimiento del mandato de la institución y de sus comisionados. el acontecimiento continúa, porque la verdad es una construcción colectiva, plural, histórica, conflictiva y apasionante. la comisión de la verdad no es un puerto de llegada, sino uno de salida, para un viaje que lleve a la transformación que se necesita, nunca más para que ese no sea un deseo bien intencionado, sino una política y un compromiso nacional. dejamos, pues, nuestro aporte para que el proceso continúe y se lo apropien esta generación y las venideras.",01-prólogo.txt
01-prólogo.txt_0028,"la comisión de la verdad no es un puerto de llegada, sino uno de salida, para un viaje que lleve a la transformación que se necesita, nunca más para que ese no sea un deseo bien intencionado, sino una política y un compromiso nacional. dejamos, pues, nuestro aporte para que el proceso continúe y se lo apropien esta generación y las venideras. este es el grano de arena que la comisión y todo su equipo de trabajo entrega para que nuestros hijos, nietos y todas las futuras generaciones no repitan la historia de sangre y dolor que se nos ha encargado reconstruir. hay futuro porque ha llegado la hora de la verdad.",01-prólogo.txt
01-prólogo.txt_0029,hay futuro porque ha llegado la hora de la verdad.,01-prólogo.txt
02-introducción.txt_0000,"casi todas las guerras, sean conflictos internacionales o internos, tienen un hito que marca su comienzo: el disparo contra un archiduque, la invasión de un territorio, un florero que se rompe, una palabra de agravio, y así. este suele ser el clímax de una conjunción de factores sociales y políticos que van entrelazándose hasta asfixiar las salidas democráticas y civilizadas. la historia de la humanidad ha demostrado que es mucho más fácil soltar el primer tiro que lograr un armisticio, cuando la sangre ya inunda los campos. la guerra suma mayores agravios a los que ya le habían dado origen a ella misma; por eso, a pesar de que existan desarmes, treguas, perdones y procesos de paz, las heridas van quedando una sobre otra. estas, en ocasiones, deforman el rostro de las naciones y entrelazan las violencias de manera que ya no se pueden separar unas de otras.",02-introducción.txt
02-introducción.txt_0001,"la guerra suma mayores agravios a los que ya le habían dado origen a ella misma; por eso, a pesar de que existan desarmes, treguas, perdones y procesos de paz, las heridas van quedando una sobre otra. estas, en ocasiones, deforman el rostro de las naciones y entrelazan las violencias de manera que ya no se pueden separar unas de otras. durante la historia de colombia han convivido instituciones relativamente estables con violencias que llegan a niveles alarmantes para cualquier régimen que se llame democrático. la violencia en sus múltiples expresiones ha sido un recurso al que han apelado distintos actores sociales, políticos, económicos e institucionales para resolver disputas de todo tipo: desde las más ideologizadas hasta las más prosaicas y cotidianas. la violencia política deja como legado pactos y acuerdos de paz, amnistías y armisticios, resistencias y reconciliaciones que son aprendizajes fundamentales para la cultura política.",02-introducción.txt
02-introducción.txt_0002,"la violencia en sus múltiples expresiones ha sido un recurso al que han apelado distintos actores sociales, políticos, económicos e institucionales para resolver disputas de todo tipo: desde las más ideologizadas hasta las más prosaicas y cotidianas. la violencia política deja como legado pactos y acuerdos de paz, amnistías y armisticios, resistencias y reconciliaciones que son aprendizajes fundamentales para la cultura política. desde el armisticio de 1820, firmado entre simón bolívar y pablo morillo para regularizar la guerra de independencia, hasta el acuerdo de paz de 2016 entre el estado colombiano y las farc-ep, existe una compleja relación entre guerra, reconciliación y reformas. los pactos de paz y las traiciones han estado presentes en numerosas amnistías e indultos: los acuerdos de neerlandia y wisconsin que pusieron fin a la guerra de los mil días, la amnistía de gustavo rojas pinilla, los acuerdos de los que surgió el frente nacional y las negociaciones con las guerrillas a finales de la década de los ochenta. este acumulado de experiencias revela que la guerra se ha dado en una constante disputa por el poder, la representación y el cambio social.",02-introducción.txt
02-introducción.txt_0003,"los pactos de paz y las traiciones han estado presentes en numerosas amnistías e indultos: los acuerdos de neerlandia y wisconsin que pusieron fin a la guerra de los mil días, la amnistía de gustavo rojas pinilla, los acuerdos de los que surgió el frente nacional y las negociaciones con las guerrillas a finales de la década de los ochenta. este acumulado de experiencias revela que la guerra se ha dado en una constante disputa por el poder, la representación y el cambio social. la comisión de la verdad busca dar cuenta de la complejidad histórica que subyace en el conflicto armado colombiano, de su origen y desarrollo, de las iniciativas para ponerle fin, de las corrientes que mueven el reciclaje de la violencia y de la profundidad del dolor que esta ha ocasionado. para esto, la comisión de la verdad ha escuchado las voces de miles de sobrevivientes, excombatientes, protagonistas, testigos de excepción, pensadores que durante décadas han tratado de entender los motivos de este enfrentamiento fratricida. la violencia en colombia tiene múltiples fuentes.",02-introducción.txt
02-introducción.txt_0004,"para esto, la comisión de la verdad ha escuchado las voces de miles de sobrevivientes, excombatientes, protagonistas, testigos de excepción, pensadores que durante décadas han tratado de entender los motivos de este enfrentamiento fratricida. la violencia en colombia tiene múltiples fuentes. es mutante y diferenciada, dependiendo del momento y el lugar; adquiere una u otra característica, según la aproximación con la que se estudie. relato histórico del conflicto armado interno en atendiendo a su mandato, en este colombia, la comisión de la verdad intenta responder a las preguntas sobre el origen del conflicto, su desarrollo y la actuación de los diferentes grupos e instituciones involucrados . busca la comprensión de la violencia política, sus transformaciones y degradación, así como su persistencia hasta la publicación de este informe, a pesar de los múltiples esfuerzos pacifistas y de los avances hacia la democracia y la convivencia.",02-introducción.txt
02-introducción.txt_0005,"relato histórico del conflicto armado interno en atendiendo a su mandato, en este colombia, la comisión de la verdad intenta responder a las preguntas sobre el origen del conflicto, su desarrollo y la actuación de los diferentes grupos e instituciones involucrados . busca la comprensión de la violencia política, sus transformaciones y degradación, así como su persistencia hasta la publicación de este informe, a pesar de los múltiples esfuerzos pacifistas y de los avances hacia la democracia y la convivencia. también retoma el aporte muy significativo de la comisión histórica del conflicto y sus víctimas (chcv) , cuyos análisis y acercamientos inspiraron el trabajo de la comisión de la verdad. varios ensayistas de la chcv aludieron a la necesidad de comprender las grietas o fallas geológicas en la construcción de la nación para comprender el origen y desarrollo del conflicto armado. entre las que se nombran están la cuestión agraria, la debilidad institucional, la honda desigualdad de los ingresos, la tendencia al uso simultáneo de las armas y las urnas, o la presencia precaria y a veces traumática del estado en muchas regiones del territorio nacional .",02-introducción.txt
02-introducción.txt_0006,"varios ensayistas de la chcv aludieron a la necesidad de comprender las grietas o fallas geológicas en la construcción de la nación para comprender el origen y desarrollo del conflicto armado. entre las que se nombran están la cuestión agraria, la debilidad institucional, la honda desigualdad de los ingresos, la tendencia al uso simultáneo de las armas y las urnas, o la presencia precaria y a veces traumática del estado en muchas regiones del territorio nacional . a estas fallas la comisión de la verdad suma la importancia de conocer cómo los protagonistas del conflicto y sus víctimas leyeron ciertos contextos, tomaron decisiones y ejecutaron acciones en momentos determinados, así como la necesidad de analizar algunas violencias estructurales cuyo vínculo con el conflicto armado interno ha sido, hasta hace poco, invisible: el patriarcado, el racismo y las múltiples discriminaciones por clase social, región o corrientes de pensamiento. la comisión de la verdad toma el año 1958, con la creación del frente nacional, como un partidor de aguas entre la guerra civil bipartidista y el conflicto armado interno que vivió colombia durante más de medio siglo. por eso inicia en ese año su proceso de esclarecimiento.",02-introducción.txt
02-introducción.txt_0007,"la comisión de la verdad toma el año 1958, con la creación del frente nacional, como un partidor de aguas entre la guerra civil bipartidista y el conflicto armado interno que vivió colombia durante más de medio siglo. por eso inicia en ese año su proceso de esclarecimiento. sin embargo, considera que también es necesario abordar un periodo de contexto, que permita explicar cómo se imbricaron los hechos que desataron la guerra. por eso se remonta a los años veinte, cuando comenzaron a expresarse problemas sociales y de clase. con esto no se pretende mostrar una continuidad absoluta, pero sí enmarcar un proceso de larga duración.",02-introducción.txt
02-introducción.txt_0008,"por eso se remonta a los años veinte, cuando comenzaron a expresarse problemas sociales y de clase. con esto no se pretende mostrar una continuidad absoluta, pero sí enmarcar un proceso de larga duración. este relato histórico se reconstruye a partir de las investigaciones y de los documentos de esclarecimiento construidos por distintas dependencias de la comisión de la verdad, así como de los informes que fueron recibidos por parte de comunidades, organizaciones sociales y de derechos humanos, y otros actores. de igual manera, asume la prolífica bibliografía previamente existente sobre el origen y el desarrollo del conflicto armado interno. la cantidad de trabajos que académicos, periodistas y activistas han elaborado para intentar comprender lo ocurrido es clave para la construcción de este relato.",02-introducción.txt
02-introducción.txt_0009,"de igual manera, asume la prolífica bibliografía previamente existente sobre el origen y el desarrollo del conflicto armado interno. la cantidad de trabajos que académicos, periodistas y activistas han elaborado para intentar comprender lo ocurrido es clave para la construcción de este relato. además, se utilizaron diferentes bases de datos y fuentes de información disponibles en el sistema de información misional de la comisión de la verdad (sim ) como informes, casos, consultorías y estadísticas que permitieron ilustrar problemáticas, contextos e ideas fuerza que se desarrollarán a lo largo del texto y que se relacionan con el gasto público, la dinámica del conflicto, la dimensión de la victimización, las áreas sembradas con cultivos de coca y la información disponible sobre el tráfico de cocaína, la movilización social y la participación electoral. este tomo se nutre de testimonios, entrevistas a profundidad y colectivas, diálogos, reconocimientos de los responsables, encuentros entre las víctimas y de ellas con responsables de uno o varios hechos del conflicto armado. los participantes en cada uno de estos espacios (víctimas, militares, guerrilleros, paramilitares, políticos, empresarios, grupos étnicos, funcionarios de los gobiernos, líderes y lideresas sociales y políticas, entre otros) dejaron sus sentimientos, valores, análisis y aclaraciones sin los cuales este relato sería un crudo salto entre hechos.",02-introducción.txt
02-introducción.txt_0010,"este tomo se nutre de testimonios, entrevistas a profundidad y colectivas, diálogos, reconocimientos de los responsables, encuentros entre las víctimas y de ellas con responsables de uno o varios hechos del conflicto armado. los participantes en cada uno de estos espacios (víctimas, militares, guerrilleros, paramilitares, políticos, empresarios, grupos étnicos, funcionarios de los gobiernos, líderes y lideresas sociales y políticas, entre otros) dejaron sus sentimientos, valores, análisis y aclaraciones sin los cuales este relato sería un crudo salto entre hechos. mención especial merecen las entrevistas públicamente solicitadas y aquellas a profundidad de carácter privado con expresidentes, exministros, excomandantes de grupos guerrilleros y paramilitares, y víctimas. estos fueron escenarios en los que algunos de los principales protagonistas de la guerra presentaron sus razones y, en otros casos, evaluaron sus acciones en retrospectiva. asimismo, algunas de estas entrevistas sirvieron para triangular y corroborar información.",02-introducción.txt
