query,backend,latency_sec,recall_at_k,mrr_at_k,rouge_l_f1,generated_answer,retrieved_ids,relevant_ids
"¿Qué condiciones de explotación laboral existían en el enclave de la United Fruit Company en Ciénaga que impulsaron la huelga de 1928, y de qué manera el gobierno reprimió el movimiento social después de la masacre inicial?",milvus,1.4779503345489502,0.3333333333333333,1.0,0.018018018018018018,No tengo información suficiente.,04-El miedo al comunismo.txt_0019|27-Una tregua imposible.txt_0048|04-El miedo al comunismo.txt_0020|32-La guerra sucia.txt_0001|32-La guerra sucia.txt_0002,04-El miedo al comunismo.txt_0019|04-El miedo al comunismo.txt_0023|04-El miedo al comunismo.txt_0024
"¿Cómo interpretó el gobierno conservador del presidente Miguel Abadía Méndez el auge de las corrientes socialistas y los liderazgos populares, y qué acciones represivas concretas se implementaron entre 1927 y 1930?",solr,3.281262159347534,0.5,1.0,0.09271523178807947,una afirmación que fue diseada por Estados Unidos y una afirmación que fue diseada por Estados Unidos.,04-El miedo al comunismo.txt_0015|04-El miedo al comunismo.txt_0017|18-El agotamiento del pacto.txt_0000|14-Las FARC.txt_0003|26-«Los enemigos agazapados de la paz».txt_0003,04-El miedo al comunismo.txt_0015|04-El miedo al comunismo.txt_0016|04-El miedo al comunismo.txt_0017|04-El miedo al comunismo.txt_0018
"¿Cómo interpretó el gobierno conservador del presidente Miguel Abadía Méndez el auge de las corrientes socialistas y los liderazgos populares, y qué acciones represivas concretas se implementaron entre 1927 y 1930?",milvus,4.712636947631836,0.0,0.0,0.08974358974358974,"El m-19, a pesar de que viva simpatas en muchos sectores urbanos por su falta de ortodoxia, también incurrió en este autoritarismo.",17-¿Armas o reformas_.txt_0000|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0013|04-El miedo al comunismo.txt_0012|19-¿Abrir la democracia a tiros_.txt_0008|17-¿Armas o reformas_.txt_0023,04-El miedo al comunismo.txt_0015|04-El miedo al comunismo.txt_0016|04-El miedo al comunismo.txt_0017|04-El miedo al comunismo.txt_0018
"¿Cómo evolucionó la política agraria durante la República Liberal, pasando de la Ley 200 de 1936, y qué consecuencia tuvo su posterior modificación con la Ley 100 de 1944?",solr,2.021571397781372,0.6666666666666666,0.5,0.024096385542168676,"en el plano poltico, responde la pregunta.",05-Reformas inconclusas.txt_0005|05-Reformas inconclusas.txt_0009|05-Reformas inconclusas.txt_0008|05-Reformas inconclusas.txt_0010|05-Reformas inconclusas.txt_0018,05-Reformas inconclusas.txt_0009|05-Reformas inconclusas.txt_0017|05-Reformas inconclusas.txt_0018
"¿Cómo evolucionó la política agraria durante la República Liberal, pasando de la Ley 200 de 1936, y qué consecuencia tuvo su posterior modificación con la Ley 100 de 1944?",milvus,2.1321654319763184,1.0,1.0,0.047058823529411764,en el plano poltico amplió la base de votantes,05-Reformas inconclusas.txt_0018|05-Reformas inconclusas.txt_0010|05-Reformas inconclusas.txt_0017|05-Reformas inconclusas.txt_0005|05-Reformas inconclusas.txt_0009,05-Reformas inconclusas.txt_0009|05-Reformas inconclusas.txt_0017|05-Reformas inconclusas.txt_0018
"¿Quiénes conformaron la oposición a las reformas de Alfonso López Pumarejo durante la 'revolución en marcha', y cuál fue el resultado principal de esa oposición en términos de política gubernamental?",solr,1.477869987487793,0.3333333333333333,0.2,0.0,eduardo santos,03-Antecedentes históricos (1920-1958).txt_0015|05-Reformas inconclusas.txt_0004|03-Antecedentes históricos (1920-1958).txt_0014|05-Reformas inconclusas.txt_0003|05-Reformas inconclusas.txt_0016,05-Reformas inconclusas.txt_0014|05-Reformas inconclusas.txt_0015|05-Reformas inconclusas.txt_0016
"¿Quiénes conformaron la oposición a las reformas de Alfonso López Pumarejo durante la 'revolución en marcha', y cuál fue el resultado principal de esa oposición en términos de política gubernamental?",milvus,1.4180421829223633,0.0,0.0,0.05128205128205129,lópez restrepo,17-¿Armas o reformas_.txt_0000|05-Reformas inconclusas.txt_0004|03-Antecedentes históricos (1920-1958).txt_0015|06-La violencia como política.txt_0019|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0013,05-Reformas inconclusas.txt_0014|05-Reformas inconclusas.txt_0015|05-Reformas inconclusas.txt_0016
"¿Cuál era la noción colonial del territorio que predominó sobre regiones como la Amazonía, y qué evidencia demográfica registra el texto sobre el impacto de esta visión en los pueblos étnicos de Meta y Vichada?",solr,1.463057279586792,0.75,1.0,0.025,No tengo información suficiente.,05-Reformas inconclusas.txt_0027|05-Reformas inconclusas.txt_0026|05-Reformas inconclusas.txt_0025|05-Reformas inconclusas.txt_0022|01-prólogo.txt_0031,05-Reformas inconclusas.txt_0024|05-Reformas inconclusas.txt_0025|05-Reformas inconclusas.txt_0026|05-Reformas inconclusas.txt_0027
"¿Cuál era la noción colonial del territorio que predominó sobre regiones como la Amazonía, y qué evidencia demográfica registra el texto sobre el impacto de esta visión en los pueblos étnicos de Meta y Vichada?",milvus,4.936307191848755,0.75,1.0,0.11764705882352941,El conflicto en urabá es histórico y se ha mantenido durante medio siglo: se remonta a la época de la colonia cuando se adjudicaron amplias extensiones,05-Reformas inconclusas.txt_0025|05-Reformas inconclusas.txt_0024|05-Reformas inconclusas.txt_0026|12-Pacificación sin paz.txt_0056|15-Golpear y huir.txt_0043,05-Reformas inconclusas.txt_0024|05-Reformas inconclusas.txt_0025|05-Reformas inconclusas.txt_0026|05-Reformas inconclusas.txt_0027
"¿Cómo influyó la división del Partido Liberal en las elecciones de 1946, que resultó en la victoria del conservador Mariano Ospina Pérez, en el recrudecimiento de la violencia regional y la práctica de la 'limpieza política'?",solr,1.0486509799957275,0.5,0.5,0.0,Elo.,03-Antecedentes históricos (1920-1958).txt_0017|06-La violencia como política.txt_0004|06-La violencia como política.txt_0003|07-Violencia que engendra violencia.txt_0007|06-La violencia como política.txt_0007,06-La violencia como política.txt_0004|06-La violencia como política.txt_0008
"¿Cómo influyó la división del Partido Liberal en las elecciones de 1946, que resultó en la victoria del conservador Mariano Ospina Pérez, en el recrudecimiento de la violencia regional y la práctica de la 'limpieza política'?",milvus,1.7936320304870605,0.5,1.0,0.04938271604938272,"En el contexto, responde la pregunta.",06-La violencia como política.txt_0004|10-De la paz política a la guerra insurgente (1958-1978).txt_0001|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0009|07-Violencia que engendra violencia.txt_0007|03-Antecedentes históricos (1920-1958).txt_0017,06-La violencia como política.txt_0004|06-La violencia como política.txt_0008
"Además de la polarización bipartidista tradicional, ¿qué ideologías extranjeras influyeron en el sectarismo colombiano en los años 30 y 40, y cómo contrastó la interpretación que Jorge Eliécer Gaitán hacía de la agitación social con la visión anticomunista predominante?",solr,1.4407026767730713,0.0,0.0,0.022727272727272728,No tengo información suficiente,04-El miedo al comunismo.txt_0027|06-La violencia como política.txt_0033|06-La violencia como política.txt_0000|05-Reformas inconclusas.txt_0012|34-Al filo del caos.txt_0010,06-La violencia como política.txt_0002|06-La violencia como política.txt_0011|06-La violencia como política.txt_0012
"Además de la polarización bipartidista tradicional, ¿qué ideologías extranjeras influyeron en el sectarismo colombiano en los años 30 y 40, y cómo contrastó la interpretación que Jorge Eliécer Gaitán hacía de la agitación social con la visión anticomunista predominante?",milvus,1.2426836490631104,0.0,0.0,0.023529411764705882,el pueblo,23-La búsqueda de la democracia y la guerra sucia (1978-1990).txt_0000|06-La violencia como política.txt_0038|06-La violencia como política.txt_0010|11-Los paradigmas de la Guerra Fría.txt_0019|05-Reformas inconclusas.txt_0013,06-La violencia como política.txt_0002|06-La violencia como política.txt_0011|06-La violencia como política.txt_0012
"Detalle la transformación del levantamiento en Barrancabermeja después del magnicidio de Gaitán, explicando el apoyo previo del líder a la región y cómo el movimiento espontáneo se consolidó en una estructura de 'poder popular'.",solr,1.8883938789367676,1.0,1.0,0.06451612903225806,el movimiento de derechos humanos,06-La violencia como política.txt_0031|06-La violencia como política.txt_0032|06-La violencia como política.txt_0030|29-Democracia desde abajo.txt_0005|03-Antecedentes históricos (1920-1958).txt_0011,06-La violencia como política.txt_0030|06-La violencia como política.txt_0031|06-La violencia como política.txt_0032
"Detalle la transformación del levantamiento en Barrancabermeja después del magnicidio de Gaitán, explicando el apoyo previo del líder a la región y cómo el movimiento espontáneo se consolidó en una estructura de 'poder popular'.",milvus,19.268542051315308,0.3333333333333333,1.0,0.023715415019762844,"national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government indicó que, entre 1967 y 1969, the national government in",06-La violencia como política.txt_0032|04-El miedo al comunismo.txt_0009|32-La guerra sucia.txt_0011|30-El genocidio de la Unión Patriótica.txt_0017|15-Golpear y huir.txt_0040,06-La violencia como política.txt_0030|06-La violencia como política.txt_0031|06-La violencia como política.txt_0032
"¿Cuál fue la responsabilidad de los partidos Liberal y Conservador en el desarrollo de la Violencia, y cómo se manifestó la extrema polarización en el Congreso durante 1949?",solr,1.3919713497161865,1.0,1.0,0.04395604395604395,No hay información suficiente.,07-Violencia que engendra violencia.txt_0007|07-Violencia que engendra violencia.txt_0008|06-La violencia como política.txt_0000|07-Violencia que engendra violencia.txt_0006|18-El agotamiento del pacto.txt_0013,07-Violencia que engendra violencia.txt_0006|07-Violencia que engendra violencia.txt_0007|07-Violencia que engendra violencia.txt_0008
"¿Cuál fue la responsabilidad de los partidos Liberal y Conservador en el desarrollo de la Violencia, y cómo se manifestó la extrema polarización en el Congreso durante 1949?",milvus,1.4003396034240723,0.6666666666666666,1.0,0.04395604395604395,No tengo información suficiente,07-Violencia que engendra violencia.txt_0007|06-La violencia como política.txt_0000|07-Violencia que engendra violencia.txt_0008|03-Antecedentes históricos (1920-1958).txt_0017|24-Ni una gota más de sangre.txt_0003,07-Violencia que engendra violencia.txt_0006|07-Violencia que engendra violencia.txt_0007|07-Violencia que engendra violencia.txt_0008
Explique las diferencias ideológicas y de métodos entre los grupos de 'limpios' y 'comunes' que surgieron de la división de los resistentes en El Davis.,solr,1.4722142219543457,1.0,1.0,0.021739130434782608,No tengo información suficiente.,07-Violencia que engendra violencia.txt_0016|13-Provocaciones y agravios.txt_0004|07-Violencia que engendra violencia.txt_0015|13-Provocaciones y agravios.txt_0003|07-Violencia que engendra violencia.txt_0017,07-Violencia que engendra violencia.txt_0016
Explique las diferencias ideológicas y de métodos entre los grupos de 'limpios' y 'comunes' que surgieron de la división de los resistentes en El Davis.,milvus,4.471896409988403,0.0,0.0,0.09523809523809525,"en el campo, los acciones del eln se caracterizaron por pequeas emboscadas, asaltos y golpes militares esporádos.",18-El agotamiento del pacto.txt_0010|17-¿Armas o reformas_.txt_0018|23-La búsqueda de la democracia y la guerra sucia (1978-1990).txt_0004|17-¿Armas o reformas_.txt_0017|15-Golpear y huir.txt_0011,07-Violencia que engendra violencia.txt_0016
Describa el impacto que tuvo la participación de Colombia en la Guerra de Corea sobre su estamento militar y cómo esta experiencia se relacionó con la ofensiva de 1953 en los llanos orientales.,solr,6.042909145355225,1.0,1.0,0.1415929203539823,"colombia fue el nico pas de américa latina que aceptó participar en ese lejano conflicto, en parte porque ya actuaba bajo los lineamientos que estados unidos dictaba en materia de seguridad.",07-Violencia que engendra violencia.txt_0027|07-Violencia que engendra violencia.txt_0028|07-Violencia que engendra violencia.txt_0026|08-Una dictadura inducida.txt_0009|08-Una dictadura inducida.txt_0010,07-Violencia que engendra violencia.txt_0026|07-Violencia que engendra violencia.txt_0027|07-Violencia que engendra violencia.txt_0028
Describa el impacto que tuvo la participación de Colombia en la Guerra de Corea sobre su estamento militar y cómo esta experiencia se relacionó con la ofensiva de 1953 en los llanos orientales.,milvus,2.5362017154693604,0.6666666666666666,1.0,0.045454545454545456,emisarios queran evitar un derramamiento de sangre,07-Violencia que engendra violencia.txt_0027|07-Violencia que engendra violencia.txt_0028|08-Una dictadura inducida.txt_0010|31-La unidad guerrillera.txt_0012|14-Las FARC.txt_0001,07-Violencia que engendra violencia.txt_0026|07-Violencia que engendra violencia.txt_0027|07-Violencia que engendra violencia.txt_0028
"¿Cuál fue el lema inicial de la amnistía decretada por Rojas Pinilla al llegar al poder, y cómo se contrapone este espíritu a las acciones represivas posteriores implementadas en la región de Sumapaz, como los 'centros de trabajo'?",solr,1.3427183628082275,0.5,1.0,0.030303030303030304,bolvar y morillo,08-Una dictadura inducida.txt_0002|08-Una dictadura inducida.txt_0042|32-La guerra sucia.txt_0033|08-Una dictadura inducida.txt_0041|02-introducción.txt_0004,08-Una dictadura inducida.txt_0002|08-Una dictadura inducida.txt_0015
"¿Cuál fue el lema inicial de la amnistía decretada por Rojas Pinilla al llegar al poder, y cómo se contrapone este espíritu a las acciones represivas posteriores implementadas en la región de Sumapaz, como los 'centros de trabajo'?",milvus,2.2105047702789307,0.0,0.0,0.028571428571428567,esperemos que esta ser la ltima amnista.,24-Ni una gota más de sangre.txt_0008|26-«Los enemigos agazapados de la paz».txt_0008|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0013|24-Ni una gota más de sangre.txt_0009|26-«Los enemigos agazapados de la paz».txt_0009,08-Una dictadura inducida.txt_0002|08-Una dictadura inducida.txt_0015
"Describe la estrategia que el Partido Comunista Colombiano (PCC) adoptó ante su ilegalización en 1954 y la persecución, incluyendo qué acciones recomendó a las guerrillas bajo su influencia.",solr,2.8769750595092773,0.5,1.0,0.03333333333333333,"vietnam (vietcong), enfrentó una guerra asimétrica no solo con el ejé",08-Una dictadura inducida.txt_0004|07-Violencia que engendra violencia.txt_0018|13-Provocaciones y agravios.txt_0012|12-Pacificación sin paz.txt_0044|15-Golpear y huir.txt_0000,08-Una dictadura inducida.txt_0004|08-Una dictadura inducida.txt_0006
"Describe la estrategia que el Partido Comunista Colombiano (PCC) adoptó ante su ilegalización en 1954 y la persecución, incluyendo qué acciones recomendó a las guerrillas bajo su influencia.",milvus,1.3871982097625732,0.0,0.0,0.039999999999999994,pcc aislamiento.,15-Golpear y huir.txt_0033|15-Golpear y huir.txt_0032|08-Una dictadura inducida.txt_0011|04-El miedo al comunismo.txt_0029|08-Una dictadura inducida.txt_0005,08-Una dictadura inducida.txt_0004|08-Una dictadura inducida.txt_0006
"¿Cuáles fueron los acuerdos centrales establecidos por los dirigentes Liberales y Conservadores en el Pacto del Frente Nacional, y cuál fue la situación del Partido Comunista Colombiano (PCC) respecto a este acuerdo y la pacificación subsecuente?",solr,1.2493703365325928,0.0,0.0,0.022727272727272728,pacto del frente.,08-Una dictadura inducida.txt_0040|10-De la paz política a la guerra insurgente (1958-1978).txt_0001|08-Una dictadura inducida.txt_0004|08-Una dictadura inducida.txt_0041|12-Pacificación sin paz.txt_0030,
"¿Cuáles fueron los acuerdos centrales establecidos por los dirigentes Liberales y Conservadores en el Pacto del Frente Nacional, y cuál fue la situación del Partido Comunista Colombiano (PCC) respecto a este acuerdo y la pacificación subsecuente?",milvus,2.2174952030181885,0.0,0.0,0.06451612903225806,"el acuerdo entre guerra, reconciliación y reformas",01-prólogo.txt_0000|02-introducción.txt_0004|12-Pacificación sin paz.txt_0031|12-Pacificación sin paz.txt_0030|20-El paro cívico de 1977_ un pequeño 9 de abril.txt_0013,
